"","title","link","pubDate","Site","Lead","Symbol","Company"
"92","Gilead, Glaxo Pitted In HIV Battle; Both Struggle Vs. Standard Drugs","http://www.investors.com/news/technology/gilead-gsk-pitted-in-hiv-battle-both-struggle-vs-standard-drugs/","2017-02-22 13:29:37","Investor's Business Daily","Gilead Sciences (GILD) and GlaxoSmithKline (GSK) will have a tough time divorcing HIV patients from their traditional three-pill regimens, Leerink analyst Geoffrey Porges predicted Wednesday following the Conference on Retroviruses and Opportunistic ...","GSK"," GlaxoSmithKline"
"93","GSK reports positive results in study for controlled asthma","http://www.reuters.com/finance/stocks/GSK/key-developments/article/3533893","2017-02-23 04:46:39","Reuters Key Development","GSK reports positive results in study for controlled asthma","GSK"," GlaxoSmithKline"
"94","Aspen completes acquisition of a portfolio of anaesthetics with GlaxoSmithKline","http://www.reuters.com/finance/stocks/GSK/key-developments/article/3538497","2017-03-01 02:00:27","Reuters Key Development","Aspen completes acquisition of a portfolio of anaesthetics with GlaxoSmithKline","GSK"," GlaxoSmithKline"
"95","GlaxoSmithKline PLC (GSK) Dividend Payout Ratio","http://www.moneyflowtrends.com/2017-03-01-glaxosmithkline-plc-gsk-dividend-payout-ratio/","2017-03-01 09:37:30","Money Flow Index & Trends","GlaxoSmithKline plc (ADR) Last issued its quarterly earnings results on Feb 3, 2016. The company reported $0.18 EPS for the quarter.","GSK"," GlaxoSmithKline"
"96","GlaxoSmithKline says for results positive in asthma study","http://www.reuters.com/finance/stocks/GSK/key-developments/article/3539665","2017-03-02 05:02:17","Reuters Key Development","GlaxoSmithKline says for results positive in asthma study","GSK"," GlaxoSmithKline"
"97","GSK says asthma drug Nucala (Mepolizumab) meets primary endpoints","http://www.reuters.com/finance/stocks/GSK/key-developments/article/3541437","2017-03-06 09:49:46","Reuters Key Development","GSK says asthma drug Nucala (Mepolizumab) meets primary endpoints","GSK"," GlaxoSmithKline"
"98","R-Squared Dividend Growth of GlaxoSmithKline PLC (GSK)","https://www.highlandmirror.com/2017-03-15-r-squared-dividend-growth-of-glaxosmithkline-plc-gsk","2017-03-15 06:41:15","Highland Mirror","The dividend growth rate of GlaxoSmithKline PLC(GSK) calculated based on 20 historical quarterly dividends is -3.41% while the R-Squared dividend growth rate regression is 0.17.","GSK"," GlaxoSmithKline"
"99","GSK announces U.S. regulatory submission seeking expanded indication for Fluarix Quadrivalent for infants 6 months and older","http://www.reuters.com/finance/stocks/GSK/key-developments/article/3548109","2017-03-15 11:13:00","Reuters Key Development","GSK announces U.S. regulatory submission seeking expanded indication for Fluarix Quadrivalent for infants 6 months and older","GSK"," GlaxoSmithKline"
"100","Zacks Rank on GlaxoSmithKline PLC (GSK) based on Estimated Earnings","http://www.moneyflowtrends.com/2017-03-17-zacks-rank-on-glaxosmithkline-plc-gsk-based-on-estimated-earnings/","2017-03-17 11:00:00","Money Flow Index & Trends","GlaxoSmithKline plc (ADR) Last issued its quarterly earnings results on Feb 3, 2016. The company reported $0.18 EPS for the quarter.","GSK"," GlaxoSmithKline"
"101","Stock Price of GlaxoSmithKline PLC (GSK) Increases 2.18%","https://www.highlandmirror.com/2017-03-20-stock-price-of-glaxosmithkline-plc-gsk-increases-2-18","2017-03-20 03:30:00","Highland Mirror","GlaxoSmithKline PLC stock performance trend indicates that the stock price has rallied 10.22% in the past 12 Weeks but analyzing the 6 month chart of the stock, the price of the stock has managed to drop negative and it has dropped down to -1.99 ...","GSK"," GlaxoSmithKline"
"102","Jeff Auxier Reduces, Exits Multiple Positions in 4th Quarter","http://www.nasdaq.com/article/jeff-auxier-reduces-exits-multiple-positions-in-4th-quarter-cm764828","2017-03-22 18:30:00","Nasdaq","The guru reduced his holding in GlaxoSmithKline PLC ADR ( GSK ) by 15.62%, reducing its portfolio space by -0.16%. The company creates, discovers, develops, manufactures and markets pharmaceutical products, including vaccines, over-the-counter ...","GSK"," GlaxoSmithKline"
"103","GOOGL Stock Is Falling Into a Funk","http://investorplace.com/2017/03/alphabet-is-falling-into-a-funk-googl/","2017-03-23 10:15:00","Investorplace.com","Other companies that have dropped their YouTube ads include HSBC Holdings plc (ADR) (NYSE:HSBC), GlaxoSmithKline plc (ADR) (NYSE:GSK) and Enterprise. The price target drop - from $970 to $950 - betrayed the downgrade a little, as that still ...","GSK"," GlaxoSmithKline"
"104","10 Least Obese Countries in the World","http://www.insidermonkey.com/blog/10-least-obese-countries-in-the-world-566121/","2017-03-26 14:33:45","Insider Monkey (blog)","The 10 least obese countries in the world are mostly from Asia and Africa. Changing food habits, improving medical care and awareness about one's health have contributed towards the betterment of public health over the last century.","GSK"," GlaxoSmithKline"
"105","Stocks Worth Chasing- Coty Inc (NYSE:COTY), GlaxoSmithKline plc (ADR) (NYSE:GSK)","http://www.wallstreetnews24.com/stocks-worth-chasing-coty-inc-nysecoty-glaxosmithkline-plc-adr-nysegsk/","2017-03-28 08:13:12","Wall Street Times (press release)","Coty Inc (NYSE:COTY) traded at a yearly high level of $31.60 during the last trading session. The last session's volume of 4.68 million shares was lower than its average volume of 5.19 million shares.","GSK"," GlaxoSmithKline"
"106","Mylan says no comment at this point on U.S. generic Advair application","http://www.reuters.com/finance/stocks/GSK/key-developments/article/3557930","2017-03-29 07:30:35","Reuters Key Development","Mylan says no comment at this point on U.S. generic Advair application","GSK"," GlaxoSmithKline"
"107","Pernix Therapeutics Holdings Inc (NASDAQ:PTX) Dip Could Be A Discount Entry ...","https://www.insiderfinancial.com/pernix-therapeutics-holdings-inc-nasdaqptx-dip-could-be-a-discount-entry-opportunity/120459/","2017-03-29 11:11:15","Insider Financial","What we're here to highlight is something that wider markets look to have overlooked - that the numbers on which financial media outlets are basing their headlines in response to the company's earnings release are skewed by the GlaxoSmithKline plc (ADR ...","GSK"," GlaxoSmithKline"
"108","GlaxoSmithKline plc (ADR) (NYSE:GSK) has been downgraded to Hold in a ...","http://breakingfinancenews.com/investing/glaxosmithkline-plc-adr-nysegsk-has-been-downgraded-to-hold-in-a-statement-by-zacks-investment-research-earlier-today/217841/","2017-03-29 12:52:30","Breaking Finance News","Zacks Investment Research has downgraded GlaxoSmithKline plc (ADR) (NYSE:GSK) to Hold in a statement released on Wednesday March 29, 2017.","GSK"," GlaxoSmithKline"
"109","Mylan receives CRL for generic Advair Diskus ANDA","http://www.reuters.com/finance/stocks/GSK/key-developments/article/3558198","2017-03-29 13:16:00","Reuters Key Development","Mylan receives CRL for generic Advair Diskus ANDA","GSK"," GlaxoSmithKline"
"110","Advair Generic Developed By Mylan NV (NASDAQ:MYL) Rejected By The FDA","https://marketexclusive.com/advair-generic-developed-mylan-nv-nasdaqmyl-rejected-fda/87859/","2017-03-30 06:30:00","Market Exclusive","Mylan NV (NASDAQ:MYL) has revealed that its generic version of Advair did not get the approval of the U.S. Food and Drug Administration.","GSK"," GlaxoSmithKline"
"111","50 Advertisers Boycott YouTube Advertising, And It Won&#39;t Mean More Than A 1 ...","https://www.benzinga.com/tech/17/04/9228381/50-advertisers-boycott-youtube-advertising-and-it-wont-mean-more-than-a-1-dip-in-","2017-04-01 08:45:00","Benzinga","Some European companies, including Guardian, GlaxoSmithKline plc (ADR) (NYSE: GSK) and HSBC Holdings plc (ADR) (NYSE: HSBC) announced their intentions to boycott advertising on Google's YouTube channel due to YouTube airing objectionable ...","GSK"," GlaxoSmithKline"
"112","Phase III Study Of GlaxoSmithKline plc (ADR) (NYSE:GSK) Mepolizumab Kicks Off ...","https://marketexclusive.com/phase-iii-study-glaxosmithkline-plc-adr-nysegsk-mepolizumab-kicks-off-test-safety-efficacy/89067/","2017-04-03 08:22:30","Market Exclusive","The Phase 3 study of GlaxoSmithKline plc (ADR) (NYSE:GSK) Mepolizumab, for use in patients who are suffering from severe hypereosinophilic syndrome (HES), has begun.","GSK"," GlaxoSmithKline"
"113","GlaxoSmithKline files for debt shelf of up to $10 bln - SEC Filing","http://www.reuters.com/finance/stocks/GSK/key-developments/article/3561843","2017-04-03 17:45:01","Reuters Key Development","GlaxoSmithKline files for debt shelf of up to $10 bln - SEC Filing","GSK"," GlaxoSmithKline"
"114","GlaxoSmithKline plc (ADR) (GSK) is Upgraded by Exane BNP Paribas to ” Neutral”","https://www.highlandmirror.com/2017-04-05-glaxosmithkline-plc-adr-gsk-is-upgraded-by-exane-bnp-paribas-to-neutral","2017-04-05 08:00:00","Highland Mirror","GlaxoSmithKline plc (ADR) (GSK) was Upgraded by Exane BNP Paribas to ” Neutral”. Earlier the firm had a rating of “Underperform ” on the company shares.","GSK"," GlaxoSmithKline"
"115","Watch These Stocks: Lockheed Martin Corporation (NYSE:LMT), Deutsche Bank AG ...","https://stockmarketdaily.co/2017/04/05/8829/","2017-04-05 08:00:00","Stock Market Daily","GlaxoSmithKline plc (ADR) (NYSE:GSK) stock needs to be watched after the company recalled over 593,000 ventlolin asthma inhalers from hospitals, pharmacieis, retailers and wholesalers in the United States.","GSK"," GlaxoSmithKline"
"116","Anthrax And Government Contracts: PharmAthene And Altimmune Ahead Of Merger","https://www.benzinga.com/general/biotech/17/04/9258122/anthrax-and-government-contracts-pharmathene-and-altimmune-ahead-of-me","2017-04-06 15:52:30","Benzinga","This intra-nasally administered vaccine could replace AstraZeneca plc (ADR) (NYSE: AZN)'s FluMist, recently pulled from the market, as well as GlaxoSmithKline plc (ADR) (NYSE: GSK), Sanofi SA (ADR) (NYSE: SNY) and CSL's traditional flu vaccines, which ...","GSK"," GlaxoSmithKline"
"117","Stocks to Keep Your Eyes on GlaxoSmithKline plc (ADR) (NYSE:GSK), Diana ...","http://www.journalfinance.net/2017/04/stocks-to-keep-your-eyes-on-glaxosmithkline-plc-adr-nysegsk-diana-shipping-inc-nysedsx/","2017-04-07 08:56:15","Daily News Journal","On Thursday, GlaxoSmithKline plc (ADR) (NYSE:GSK) stock opened its trade at $41.49 and after floating in a range of $41.35 to $41.59, settled at $41.42.","GSK"," GlaxoSmithKline"
"118","Analysts Speculate on: GlaxoSmithKline plc (ADR) (NYSE:GSK)","http://postregistrar.com/2017/04/10/analysts-speculate-on-glaxosmithkline-plc-adr-nysegsk/","2017-04-10 09:26:16","Post Registrar","GlaxoSmithKline plc (ADR) (NYSE:GSK) soared 0.12% during previous trade, a total of 3.67M shares exchanged hands compared with its average trading volume of 2.81M shares whereas its relative volume is 1.11.","GSK"," GlaxoSmithKline"
"119","Sterneck Capital Management Lowered Its Glaxosmithkline Plc (GSK) Holding ...","http://kgazette.com/sterneck-capital-management-lowered-its-glaxosmithkline-plc-gsk-holding-momenta-pharmaceuticals-inc-mnta-covered-by-4-bulls/","2017-04-10 10:27:40","Key Gazette","Glaxosmithkline Plc now has $100.44B valuation. The stock declined 0.02% or $0.01 reaching $41.46 per share. About 403,042 shares traded.","GSK"," GlaxoSmithKline"
"120","GSK makes changes to financial reporting; sees growth in emerging markets","http://www.reuters.com/finance/stocks/GSK/key-developments/article/3566396","2017-04-11 07:02:56","Reuters Key Development","GSK makes changes to financial reporting; sees growth in emerging markets","GSK"," GlaxoSmithKline"
"121","Greylin Investment Mangement Has Boosted By $1.86 Million Its Glaxosmithkline ...","https://kgazette.com/greylin-investment-mangement-has-boosted-by-1-86-million-its-glaxosmithkline-plc-gsk-stake-netscout-systems-inc-ntct-had-1-analysts-last-week/","2017-04-11 21:23:49","Key Gazette","Glaxosmithkline Plc now has $100.37B valuation. The stock rose 0.82% or $0.34 reaching $41.64 per share. About 685,036 shares traded.","GSK"," GlaxoSmithKline"
"122","Kanaly Trust Co Has Lowered Glaxosmithkline Plc (GSK) Position By $530176 ...","http://utahherald.com/kanaly-trust-co-has-lowered-glaxosmithkline-plc-gsk-position-by-530176-raging-capital-management-has-cut-compugen-ltd-cgen-holding/","2017-04-12 09:41:39","UtahHerald.com","Glaxosmithkline Plc now has $101.50B valuation. The stock declined 0.05% or $0.02 reaching $41.76 per share. About 4,482 shares traded.","GSK"," GlaxoSmithKline"
"123","Stocks in News – GlaxoSmithKline plc (ADR) (NYSE:GSK), American Axle ...","http://www.wallstreetnews24.com/stocks-in-news-glaxosmithkline-plc-adr-nysegsk-american-axle-manufact-holdings-inc-nyseaxl/","2017-04-12 10:06:03","Wall Street Times (press release)","GlaxoSmithKline plc (ADR) (NYSE:GSK) traded at a yearly high level of $45.58 during the last trading session. The last session's volume of 3.22 million shares was higher than its average volume of 2.82 million shares.","GSK"," GlaxoSmithKline"
"124","EPS for HUGO BOSS AG SPON ADR EA REPR 1 5 ORD (BOSSY) Expected At $0.00 ...","http://utahherald.com/eps-for-hugo-boss-ag-spon-adr-ea-repr-1-5-ord-bossy-expected-at-0-00-hilltop-holdings-lowered-by-317794-its-glaxosmithkline-plc-gsk-holding/","2017-04-12 14:33:45","UtahHerald.com","HUGO BOSS AG SPON ADR EA REPR 1 5 ORD (OTCMKTS:BOSSY) has risen 21.95% since September 6, 2016 and is uptrending. It has outperformed by 14.29% the S&P500.","GSK"," GlaxoSmithKline"
"125","Stock Movers- PNC Financial Services Group Inc (NYSE:PNC), GlaxoSmithKline plc ...","http://www.wallstreetnews24.com/stock-movers-pnc-financial-services-group-inc-nysepnc-glaxosmithkline-plc-adr-nysegsk/","2017-04-13 09:48:28","Wall Street Times (press release)","PNC Financial Services Group Inc (NYSE:PNC) traded at a yearly high level of $131.83 during the last trading session. The last session's volume of 3.04 million shares was higher than its average volume of 2.74 million shares.","GSK"," GlaxoSmithKline"
"126","Kornitzer Capital Management Trimmed Glaxo Smithkline Adr (GSK) Stake By ...","http://www.bibeypost.com/kornitzer-capital-management-trimmed-glaxo-smithkline-adr-gsk-stake-by-528580-5-analysts-bullish-hercules-capital-htgc/","2017-04-14 13:31:12","Bibeypost.com","Glaxo Smithkline Adr now has $101.15 billion valuation. The stock decreased 0.17% or $0.07 on April 13, reaching $41.81. About shares traded.","GSK"," GlaxoSmithKline"
